"","schid","parent.ed","female","income","math","read","gen","minority","age","public","attend","gifted","free.lunch","suburban","urban","enrollment","min.percent","parent.ed.cat","income.cat"
"1082",334,4,1,78000,51.09,67.06,34.986,0,69.03,1,92,0,0,0,1,3,2,"B - College Experience","C - High"
"1083",334,5,0,48000,26.46,40.93,22.759,0,77.2,1,92,0,0,0,1,3,2,"B - College Experience","B - Middle"
"1084",334,9,1,90000,54.01,52.1,40.236,0,73.6,1,92,0,0,0,1,3,2,"C - Graduate Schooling","C - High"
"1099",337,6,0,120000,44.62,49.8,44.165,0,75.27,0,97,8.09,0,0,1,3,1,"B - College Experience","C - High"
"1100",337,7,1,95000,46.17,57.42,43.926,0,75.83,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1101",337,5,1,32000,30.86,51.89,31.909,1,79,0,97,8.09,0,0,1,3,1,"B - College Experience","B - Middle"
"1102",337,7,1,40000,55.02,45.7,39.259,0,75.6,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","B - Middle"
"1103",337,8,1,90000,54.88,48.21,37.581,0,72.87,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1104",337,6,0,1e+05,37.38,48.85,29.261,0,78.87,0,97,8.09,0,0,1,3,1,"B - College Experience","C - High"
"1105",337,9,1,140000,44.13,46.76,34.302,0,77.43,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1106",337,9,1,230000,39.2,64.11,40.333,0,73.27,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1107",337,7,0,55000,42.09,69.8,25.726,0,69.93,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","B - Middle"
"1108",337,6,0,75000,40.37,59.46,36.344,0,79,0,97,8.09,0,0,1,3,1,"B - College Experience","C - High"
"1109",337,5,0,2e+05,47.73,126.11,44.821,0,79,0,97,8.09,0,0,1,3,1,"B - College Experience","C - High"
"1110",337,8,1,1e+05,46.22,57.66,30.993,0,77.1,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1111",337,6,0,40000,78.13,84.99,34.429,0,66.7,0,97,8.09,0,0,1,3,1,"B - College Experience","B - Middle"
"1112",337,9,1,180000,112.51,66.02,37.119,0,77.87,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1113",337,6,1,90000,60.41,65.86,41.296,0,76.77,0,97,8.09,0,0,1,3,1,"B - College Experience","C - High"
"1114",337,6,1,70000,56.05,65.39,41.829,0,77.23,0,97,8.09,0,0,1,3,1,"B - College Experience","B - Middle"
"1115",337,8,0,60000,32.52,53.5,34.132,0,74.67,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","B - Middle"
"1116",337,8,0,80000,54.65,58.45,41.13,0,75.97,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1117",337,6,0,78000,66.07,102.05,42.687,0,77.7,0,97,8.09,0,0,1,3,1,"B - College Experience","C - High"
"1118",337,7,0,160000,57.58,64.25,34.461,0,73.6,0,97,8.09,0,0,1,3,1,"C - Graduate Schooling","C - High"
"1139",343,5,1,52000,57.45,53.57,45.046,0,79,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1140",343,3,0,70000,52.89,67.49,40.051,0,68.87,0,96,0,3.78,0,1,3,1,"A - HS or less","B - Middle"
"1141",343,4,0,50000,53.06,53.43,39.162,0,75.53,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1142",343,6,1,55000,40.68,48.62,23.336,0,67,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1143",343,5,0,35000,46.03,51.93,31,0,75.23,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1144",343,3,0,50000,43.2,54.59,28.476,0,74.43,0,96,0,3.78,0,1,3,1,"A - HS or less","B - Middle"
"1145",343,6,1,80000,46.77,51.05,37.569,0,67.93,0,96,0,3.78,0,1,3,1,"B - College Experience","C - High"
"1146",343,3,1,70000,35.47,44.59,35.879,0,67.77,0,96,0,3.78,0,1,3,1,"A - HS or less","B - Middle"
"1147",343,6,0,42000,39.92,62.93,27.898,0,76.3,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1148",343,6,1,40000,45.38,47.64,37.156,0,78.4,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1149",343,7,1,80000,41.3,66.15,39.815,0,68.27,0,96,0,3.78,0,1,3,1,"C - Graduate Schooling","C - High"
"1150",343,5,0,60000,41.26,44.45,25.653,0,73.87,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1151",343,9,1,90000,52.98,83.26,37.827,0,70.4,0,96,0,3.78,0,1,3,1,"C - Graduate Schooling","C - High"
"1152",343,5,1,22000,33.87,50.47,32.462,0,71.3,0,96,0,3.78,0,1,3,1,"B - College Experience","A - Low"
"1153",343,6,0,72000,60.11,53.55,36.192,0,79,0,96,0,3.78,0,1,3,1,"B - College Experience","C - High"
"1154",343,5,0,60000,57.35,57.77,42.883,0,76.5,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1155",343,7,0,25000,43.93,46.56,28.845,0,71.97,0,96,0,3.78,0,1,3,1,"C - Graduate Schooling","B - Middle"
"1156",343,5,1,20000,60.98,71.64,31.748,1,70,0,96,0,3.78,0,1,3,1,"B - College Experience","A - Low"
"1157",343,5,1,6000,52.94,92.69,35.651,0,74.13,0,96,0,3.78,0,1,3,1,"B - College Experience","A - Low"
"1158",343,5,1,52000,48.97,63.73,38.097,0,76.9,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1159",343,5,1,65000,47.46,55.56,32.489,0,72.6,0,96,0,3.78,0,1,3,1,"B - College Experience","B - Middle"
"1160",345,5,1,62000,40.3,51.94,25.863,0,66.87,1,96.72,0,2.83,0,1,3,1,"B - College Experience","B - Middle"
"1161",345,9,1,150000,53.35,65.4,42.184,0,74.23,1,96.72,0,2.83,0,1,3,1,"C - Graduate Schooling","C - High"
"1162",345,6,1,75000,56.55,49.32,33.781,0,71.3,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1163",345,5,1,65000,58.96,80.94,41.91,0,70.03,1,96.72,0,2.83,0,1,3,1,"B - College Experience","B - Middle"
"1165",345,5,1,49700,45.28,51.51,28.607,0,68.17,1,96.72,0,2.83,0,1,3,1,"B - College Experience","B - Middle"
"1167",345,6,1,120000,47.78,50.16,31.987,0,72.2,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1168",345,8,0,1e+05,54.34,44.96,39.885,0,74.33,1,96.72,0,2.83,0,1,3,1,"C - Graduate Schooling","C - High"
"1169",345,6,0,80000,58.09,61.83,38.219,0,78.33,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1170",345,6,0,55000,41.85,53.04,32.772,0,73.1,1,96.72,0,2.83,0,1,3,1,"B - College Experience","B - Middle"
"1171",345,6,0,110000,41.86,45.52,31.019,1,71.8,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1172",345,6,1,1e+05,47.93,48.3,32.464,0,68.4,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1173",345,5,1,98000,37.89,39.23,33.086,0,70.1,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1174",345,8,1,1e+05,37.86,42.65,31.604,0,73,1,96.72,0,2.83,0,1,3,1,"C - Graduate Schooling","C - High"
"1175",345,8,1,1e+05,41.27,50.23,34.081,0,73.07,1,96.72,0,2.83,0,1,3,1,"C - Graduate Schooling","C - High"
"1176",345,4,0,73000,23.53,35.19,18.393,1,78.4,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1177",345,7,0,92000,53.46,59.31,31.29,0,66.5,1,96.72,0,2.83,0,1,3,1,"C - Graduate Schooling","C - High"
"1178",345,5,1,90000,40.69,48.26,33.188,0,68.57,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1179",345,6,0,60000,31.26,46.28,29.935,0,71.73,1,96.72,0,2.83,0,1,3,1,"B - College Experience","B - Middle"
"1180",345,5,1,1e+05,37.12,48.66,36.955,0,72.13,1,96.72,0,2.83,0,1,3,1,"B - College Experience","C - High"
"1181",347,3,0,14000,19.64,26.31,23.333,0,79,1,96,1.36,65.45,0,1,3,3,"A - HS or less","A - Low"
"1182",347,6,1,21000,29.22,37.44,26.494,1,71,1,96,1.36,65.45,0,1,3,3,"B - College Experience","A - Low"
"1183",347,3,1,11000,48.12,45.52,30.212,1,79,1,96,1.36,65.45,0,1,3,3,"A - HS or less","A - Low"
"1184",347,5,0,13200,36.8,41.45,27.262,0,74.83,1,96,1.36,65.45,0,1,3,3,"B - College Experience","A - Low"
"1185",347,3,0,30000,51.02,56.16,38.183,0,74.1,1,96,1.36,65.45,0,1,3,3,"A - HS or less","B - Middle"
"1186",347,5,0,36000,26.59,38.12,24.814,1,75.97,1,96,1.36,65.45,0,1,3,3,"B - College Experience","B - Middle"
"1187",347,3,0,3500,22.45,34.22,19.102,1,76.27,1,96,1.36,65.45,0,1,3,3,"A - HS or less","A - Low"
"1188",347,3,0,17000,53.6,59.09,36.039,0,77.07,1,96,1.36,65.45,0,1,3,3,"A - HS or less","A - Low"
"1189",347,3,0,32000,26.25,32.95,29.555,1,71.37,1,96,1.36,65.45,0,1,3,3,"A - HS or less","B - Middle"
"1190",347,3,0,10000,32.61,41.03,22.621,1,67.7,1,96,1.36,65.45,0,1,3,3,"A - HS or less","A - Low"
"1191",347,5,1,30000,46.66,39.77,25.936,0,69.13,1,96,1.36,65.45,0,1,3,3,"B - College Experience","B - Middle"
"1192",347,2,0,40000,21.06,36.49,24.947,0,79,1,96,1.36,65.45,0,1,3,3,"A - HS or less","B - Middle"
"1193",347,3,1,32000,38.36,32.51,27.597,1,76.27,1,96,1.36,65.45,0,1,3,3,"A - HS or less","B - Middle"
"1194",347,3,0,3000,25.52,44.58,26.715,0,66.47,1,96,1.36,65.45,0,1,3,3,"A - HS or less","A - Low"
"1195",348,2,1,25000,53.23,48.14,36.744,1,78.3,1,91,3.08,49.23,0,1,3,4,"A - HS or less","B - Middle"
"1196",348,5,0,30000,39.54,48.34,29.704,1,72.4,1,91,3.08,49.23,0,1,3,4,"B - College Experience","B - Middle"
"1198",348,5,0,32000,32.17,44.43,26.894,0,75.13,1,91,3.08,49.23,0,1,3,4,"B - College Experience","B - Middle"
"1199",348,3,1,75000,46.07,38.34,41.506,1,77.63,1,91,3.08,49.23,0,1,3,4,"A - HS or less","C - High"
"1200",348,1,0,8400,14.34,24.4,10.352,1,69.67,1,91,3.08,49.23,0,1,3,4,"A - HS or less","A - Low"
"1201",348,3,0,12000,45.96,63.5,34.831,1,78,1,91,3.08,49.23,0,1,3,4,"A - HS or less","A - Low"
"1202",348,3,0,30000,30.02,39.39,29.529,1,74.8,1,91,3.08,49.23,0,1,3,4,"A - HS or less","B - Middle"
"1203",348,3,0,20000,23.24,34.33,19.46,1,77.2,1,91,3.08,49.23,0,1,3,4,"A - HS or less","A - Low"
"1204",348,3,0,5000,47.35,51.96,30.365,1,68.83,1,91,3.08,49.23,0,1,3,4,"A - HS or less","A - Low"
"1205",348,5,1,42000,39.6,29.8,29.28,1,73.23,1,91,3.08,49.23,0,1,3,4,"B - College Experience","B - Middle"
"1206",348,3,1,60000,35,48.37,33.184,1,66.8,1,91,3.08,49.23,0,1,3,4,"A - HS or less","B - Middle"
"1207",348,5,0,18000,36.16,43.3,33.092,1,67,1,91,3.08,49.23,0,1,3,4,"B - College Experience","A - Low"
"1208",348,2,1,25000,20.93,25.74,18.883,0,66.67,1,91,3.08,49.23,0,1,3,4,"A - HS or less","B - Middle"
"1209",348,2,0,11000,26.16,40.32,21.169,1,70.93,1,91,3.08,49.23,0,1,3,4,"A - HS or less","A - Low"
"1210",348,5,0,33000,29.32,44.96,33.495,1,76.73,1,91,3.08,49.23,0,1,3,4,"B - College Experience","B - Middle"
"1211",348,4,1,27000,41.43,46.05,39.791,0,76.17,1,91,3.08,49.23,0,1,3,4,"B - College Experience","B - Middle"
"1212",348,2,0,2000,26.35,34.56,35.275,1,68.43,1,91,3.08,49.23,0,1,3,4,"A - HS or less","A - Low"
"1213",348,5,1,34000,24.95,35.3,25.5,1,66.97,1,91,3.08,49.23,0,1,3,4,"B - College Experience","B - Middle"
"1214",348,5,1,31000,41.87,49.6,31.887,1,77,1,91,3.08,49.23,0,1,3,4,"B - College Experience","B - Middle"
"1215",350,3,1,40000,48.87,61.01,34.442,0,70.77,0,97,0,13.64,1,0,1,1,"A - HS or less","B - Middle"
"1216",350,6,0,145000,62.93,61.32,37.683,0,69.4,0,97,0,13.64,1,0,1,1,"B - College Experience","C - High"
"1217",350,4,1,50000,46.28,40.18,28.068,0,78.9,0,97,0,13.64,1,0,1,1,"B - College Experience","B - Middle"
"1218",350,5,0,150000,46.64,42.06,28.787,0,72.73,0,97,0,13.64,1,0,1,1,"B - College Experience","C - High"
"1219",350,6,0,1e+05,44.68,52.07,26.52,0,69.53,0,97,0,13.64,1,0,1,1,"B - College Experience","C - High"
"1220",350,3,1,30000,71.4,67.31,34.751,0,74.03,0,97,0,13.64,1,0,1,1,"A - HS or less","B - Middle"
"1221",350,8,1,44000,37.37,50.13,37.216,0,66.13,0,97,0,13.64,1,0,1,1,"C - Graduate Schooling","B - Middle"
"1222",350,6,1,1e+05,42.63,52.59,26.429,0,69.53,0,97,0,13.64,1,0,1,1,"B - College Experience","C - High"
"1250",376,5,0,60000,40.96,52.76,34.966,0,71.8,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1251",376,5,0,50000,41.09,53.69,31.586,0,69.9,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1252",376,5,0,30000,35.25,46.64,27.16,0,75.07,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1253",376,6,1,60000,58.82,56.37,39.595,0,71.83,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1254",376,6,0,29000,42.44,44.86,25.387,0,64.97,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1255",376,3,0,23000,50.07,49.73,35.33,0,72.87,0,98,0,2.24,0,0,2,1,"A - HS or less","A - Low"
"1256",376,8,1,60000,58.26,56.46,34.449,0,68.03,0,98,0,2.24,0,0,2,1,"C - Graduate Schooling","B - Middle"
"1257",376,5,1,70000,46.64,44.31,23.832,0,67.83,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1258",376,5,1,60000,45.23,58.74,35.173,0,75.4,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1259",376,5,1,33000,28.46,39.65,23.149,0,74.2,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1260",376,8,0,45000,37.71,45.1,35.333,0,65.53,0,98,0,2.24,0,0,2,1,"C - Graduate Schooling","B - Middle"
"1261",376,5,0,44000,37.5,43.45,37.864,0,66.17,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1262",376,5,1,37000,56.07,93.87,22.341,0,67.97,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1263",376,3,0,75000,32.37,38.78,26.958,0,74.07,0,98,0,2.24,0,0,2,1,"A - HS or less","C - High"
"1264",376,4,1,50000,30.95,46.43,26.917,0,66.63,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1265",376,4,0,75000,37.18,44.35,32.133,0,64.1,0,98,0,2.24,0,0,2,1,"B - College Experience","C - High"
"1266",376,6,1,65000,31.11,44.04,31.875,0,76.7,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1267",376,5,0,50000,32.3,49.83,34.283,0,70.37,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1268",376,6,1,170000,53.28,52.41,30.667,0,66.87,0,98,0,2.24,0,0,2,1,"B - College Experience","C - High"
"1269",376,5,0,80000,34.95,47.67,34.821,0,67.6,0,98,0,2.24,0,0,2,1,"B - College Experience","C - High"
"1270",376,6,0,38000,41.01,48.26,32.279,0,69.5,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1271",376,6,0,60000,28.21,44.44,31.767,0,67.2,0,98,0,2.24,0,0,2,1,"B - College Experience","B - Middle"
"1272",376,3,1,50000,52.6,51.05,36.623,0,63.7,0,98,0,2.24,0,0,2,1,"A - HS or less","B - Middle"
"1273",377,5,0,50000,41.3,45.08,23.766,0,67.13,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1274",377,3,0,85000,40.99,46.95,25.2,0,65.73,1,97,8.13,13.82,0,0,2,1,"A - HS or less","C - High"
"1275",377,5,0,50000,36.42,54.48,27.936,0,67.13,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1276",377,4,1,66000,26.63,35.73,22.559,0,79,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1277",377,2,1,45000,30.67,41.07,25.218,0,69.6,1,97,8.13,13.82,0,0,2,1,"A - HS or less","B - Middle"
"1278",377,8,1,55000,56.98,88.58,43.49,0,75.33,1,97,8.13,13.82,0,0,2,1,"C - Graduate Schooling","B - Middle"
"1279",377,5,0,51000,31.56,39.49,31.803,0,71.5,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1280",377,5,0,65000,54.69,76.26,31.932,0,71.43,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1281",377,3,0,70000,44.58,98.71,28.598,0,63.77,1,97,8.13,13.82,0,0,2,1,"A - HS or less","B - Middle"
"1282",377,5,0,60000,53.26,64.93,31.341,0,70.67,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1283",377,3,0,40000,24.18,34.29,18.996,0,63.37,1,97,8.13,13.82,0,0,2,1,"A - HS or less","B - Middle"
"1284",377,6,1,35000,46.05,53.77,28.608,0,77.07,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1285",377,5,0,70000,39.02,49.19,29.405,0,69.7,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1286",377,3,1,40000,56.72,49.39,31.144,0,73.5,1,97,8.13,13.82,0,0,2,1,"A - HS or less","B - Middle"
"1287",377,5,1,70000,39.76,46.84,29.246,0,69.7,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1288",377,7,1,50000,43.44,47.66,33.837,0,68.67,1,97,8.13,13.82,0,0,2,1,"C - Graduate Schooling","B - Middle"
"1290",377,6,0,50000,31.55,41.1,32.894,0,72.07,1,97,8.13,13.82,0,0,2,1,"B - College Experience","B - Middle"
"1291",377,3,0,30000,46.64,56.83,32.268,0,74.03,1,97,8.13,13.82,0,0,2,1,"A - HS or less","B - Middle"
"1292",377,6,1,2e+05,54.88,60.07,37.055,0,72.33,1,97,8.13,13.82,0,0,2,1,"B - College Experience","C - High"
"1293",378,3,0,35000,31.79,41.15,31.845,0,63.8,0,96,0,6.25,0,0,1,1,"A - HS or less","B - Middle"
"1294",378,4,1,65000,25.88,32.64,25.768,0,70.2,0,96,0,6.25,0,0,1,1,"B - College Experience","B - Middle"
"1295",378,3,0,50000,27.15,40.19,34.546,0,71.93,0,96,0,6.25,0,0,1,1,"A - HS or less","B - Middle"
"1296",378,6,0,85000,29.27,46.24,27.994,0,70.07,0,96,0,6.25,0,0,1,1,"B - College Experience","C - High"
"1297",378,3,1,50000,31.37,40.53,32.402,0,67.3,0,96,0,6.25,0,0,1,1,"A - HS or less","B - Middle"
"1298",378,5,0,72000,18.76,33.06,17.496,0,64.33,0,96,0,6.25,0,0,1,1,"B - College Experience","C - High"
"1318",387,2,0,23000,38.21,40.52,21.769,1,73.47,1,93,0,29.7,0,1,5,5,"A - HS or less","A - Low"
"1322",387,2,1,24000,27.91,27.18,18.85,1,70.23,1,93,0,29.7,0,1,5,5,"A - HS or less","A - Low"
"1327",387,4,1,18000,21.25,27.64,14.352,1,68.93,1,93,0,29.7,0,1,5,5,"B - College Experience","A - Low"
"1333",387,3,1,20000,67.35,37.81,22.483,1,73.43,1,93,0,29.7,0,1,5,5,"A - HS or less","A - Low"
"1335",390,6,1,55000,62.12,47.84,37.492,0,75.5,0,89,0,0,0,1,2,3,"B - College Experience","B - Middle"
"1336",390,6,0,77000,33.78,46.16,25.49,0,67.7,0,89,0,0,0,1,2,3,"B - College Experience","C - High"
"1337",390,6,0,45000,23.75,40.74,31.756,1,63.07,0,89,0,0,0,1,2,3,"B - College Experience","B - Middle"
"1338",390,9,1,35000,27.8,67.1,23.44,0,71.27,0,89,0,0,0,1,2,3,"C - Graduate Schooling","B - Middle"
"1339",390,5,1,4200,39.51,38.65,21.383,1,74.9,0,89,0,0,0,1,2,3,"B - College Experience","A - Low"
"1340",390,6,0,80000,30.38,43.49,39.955,1,66.17,0,89,0,0,0,1,2,3,"B - College Experience","C - High"
"1341",390,3,0,30000,54.45,51.59,24.49,1,73.4,0,89,0,0,0,1,2,3,"A - HS or less","B - Middle"
"1342",390,6,0,65000,46.89,48.97,28.027,1,63.2,0,89,0,0,0,1,2,3,"B - College Experience","B - Middle"
"1343",390,5,0,18000,41.12,52.81,32.938,1,68.8,0,89,0,0,0,1,2,3,"B - College Experience","A - Low"
"1344",390,5,1,37000,28.78,35.37,19.274,1,74.47,0,89,0,0,0,1,2,3,"B - College Experience","B - Middle"
"1345",390,6,0,37500,23.31,36.7,12.897,1,64.57,0,89,0,0,0,1,2,3,"B - College Experience","B - Middle"
"1346",390,5,1,175000,24.49,36.81,16.061,1,63.53,0,89,0,0,0,1,2,3,"B - College Experience","C - High"
"1347",390,5,0,53000,26.16,37.11,16.678,1,66.07,0,89,0,0,0,1,2,3,"B - College Experience","B - Middle"
"1348",390,6,0,82000,38.55,53.78,32.103,1,72.43,0,89,0,0,0,1,2,3,"B - College Experience","C - High"
"1349",390,6,0,50000,49.57,52.67,40.563,0,71.83,0,89,0,0,0,1,2,3,"B - College Experience","B - Middle"
"1350",390,3,1,53000,58.65,52.26,27.193,1,68.67,0,89,0,0,0,1,2,3,"A - HS or less","B - Middle"
"1352",390,9,0,65000,23.69,35.77,11.948,1,64.03,0,89,0,0,0,1,2,3,"C - Graduate Schooling","B - Middle"
"1353",399,6,1,140000,29.87,46.8,34.99,1,66.83,0,98,0,0,1,0,1,5,"B - College Experience","C - High"
"1354",399,6,0,55000,34.93,42.42,31.685,1,71.07,0,98,0,0,1,0,1,5,"B - College Experience","B - Middle"
"1355",399,5,0,1e+05,25.61,45.28,28.232,1,63.57,0,98,0,0,1,0,1,5,"B - College Experience","C - High"
"1356",399,5,0,60000,32.89,42.52,18.611,1,63.23,0,98,0,0,1,0,1,5,"B - College Experience","B - Middle"
"1357",399,5,0,70000,25.6,39.15,20.489,1,68.2,0,98,0,0,1,0,1,5,"B - College Experience","B - Middle"
"1358",399,5,0,65000,41.74,49.39,22.853,1,71.4,0,98,0,0,1,0,1,5,"B - College Experience","B - Middle"
"1359",399,3,1,39000,24.7,33.36,25.019,0,79,0,98,0,0,1,0,1,5,"A - HS or less","B - Middle"
"1360",399,4,1,71000,29.99,37.42,18.513,1,62.7,0,98,0,0,1,0,1,5,"B - College Experience","C - High"
"1361",399,5,1,80000,42.73,51.17,28.989,1,65,0,98,0,0,1,0,1,5,"B - College Experience","C - High"
"1362",399,5,0,50000,31.58,42.53,29.593,1,71.23,0,98,0,0,1,0,1,5,"B - College Experience","B - Middle"
"1363",399,7,1,50000,43.35,39.5,24.188,1,69.37,0,98,0,0,1,0,1,5,"C - Graduate Schooling","B - Middle"
"1364",399,8,0,72000,36.32,63.11,38.455,1,68.1,0,98,0,0,1,0,1,5,"C - Graduate Schooling","C - High"
"1386",401,9,0,22000,81.44,59.01,39.309,0,71.33,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","A - Low"
"1387",401,9,0,1e+05,80.23,57.39,37.392,0,68,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1388",401,9,1,180000,50.31,49.1,36.762,0,64.8,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1389",401,9,0,95000,41.42,67.42,35.84,0,65.13,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1390",401,6,1,1e+05,52.68,52.04,43.951,0,74.3,1,97,4.93,1.14,1,0,4,2,"B - College Experience","C - High"
"1391",401,6,1,80000,45.28,42.46,27.369,0,67.6,1,97,4.93,1.14,1,0,4,2,"B - College Experience","C - High"
"1392",401,9,1,130000,35.9,43.97,23.879,0,68.93,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1393",401,9,1,50000,45.72,47.59,33.029,1,68.97,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","B - Middle"
"1395",401,6,0,56000,40.79,53.57,28.683,0,73.2,1,97,4.93,1.14,1,0,4,2,"B - College Experience","B - Middle"
"1396",401,9,0,56000,41.09,50.52,38.429,0,66.77,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","B - Middle"
"1397",401,9,1,90000,64.5,105.85,43.267,0,68.5,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1398",401,7,0,120000,49.89,101.85,41.869,0,63.93,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1399",401,9,0,56000,49.21,51,32.326,0,66.77,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","B - Middle"
"1400",401,8,0,70000,56.37,54.85,37.985,0,72.77,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","B - Middle"
"1401",401,8,1,95000,46.59,60.37,42.37,0,71.7,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1402",401,6,0,10000,38.86,44.6,30.664,0,71.83,1,97,4.93,1.14,1,0,4,2,"B - College Experience","A - Low"
"1404",401,5,0,90000,47.52,49.7,30.197,0,71.33,1,97,4.93,1.14,1,0,4,2,"B - College Experience","C - High"
"1405",401,8,0,85000,40.44,51.11,24.251,0,69.87,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1406",401,8,1,150000,47.71,80.58,23.072,1,71.1,1,97,4.93,1.14,1,0,4,2,"C - Graduate Schooling","C - High"
"1448",440,6,1,1e+05,45.15,57.42,45.111,1,71.5,1,94,16.89,15.38,1,0,4,2,"B - College Experience","C - High"
"1449",440,6,0,130000,57.92,45.5,40.813,0,63.87,1,94,16.89,15.38,1,0,4,2,"B - College Experience","C - High"
"1450",440,3,0,28000,40.65,43.36,29.912,0,66.57,1,94,16.89,15.38,1,0,4,2,"A - HS or less","B - Middle"
"1451",440,5,1,70000,29.55,42.65,41.069,0,73.47,1,94,16.89,15.38,1,0,4,2,"B - College Experience","B - Middle"
"1452",440,5,0,50000,20.43,32.05,25.062,1,63.87,1,94,16.89,15.38,1,0,4,2,"B - College Experience","B - Middle"
"1453",440,6,0,74000,43.95,59.01,35.376,0,74.4,1,94,16.89,15.38,1,0,4,2,"B - College Experience","C - High"
"1454",440,6,0,63000,45.64,53.05,45.079,0,75.07,1,94,16.89,15.38,1,0,4,2,"B - College Experience","B - Middle"
"1455",440,6,1,60000,42.75,95.42,28.452,0,72.4,1,94,16.89,15.38,1,0,4,2,"B - College Experience","B - Middle"
"1456",440,5,0,33000,32.5,45.61,26.733,0,70.7,1,94,16.89,15.38,1,0,4,2,"B - College Experience","B - Middle"
"1457",440,8,1,46000,59.97,60.78,39.107,0,75,1,94,16.89,15.38,1,0,4,2,"C - Graduate Schooling","B - Middle"
"1458",440,5,1,50000,37.31,43.22,21.559,1,71.03,1,94,16.89,15.38,1,0,4,2,"B - College Experience","B - Middle"
